"","Rk","Name","Team","Age","Pos","GP","G","A","P","PIM","+/-","TOI","ES","PP","SH","ESG","PPG","SHG","GWG","OTG","ESA","PPA","SHA","GWA","OTA","ESP","PPP","SHP","GWP","OTP","PPP%","G/60","A/60","P/60","ESG/60","ESA/60","ESP/60","PPG/60","PPA/60","PPP/60","G/GP","A/GP","P/GP","SHOTS","SH%","HITS","BS","FOW","FOL","FO%"
"264","264","Tyler Johnson","CHI",32,"F","56",12,20,32,16,-21,"16:33","13:58","2:32","0:02","8","4","0",0,"0","15","5","0","3","2",23,"9",0,"3","2","28.1%",0.776,1.293,2.07,"0.613","1.15","1.763","1.684","2.105","3.789",0.214,0.357,"0.571",125,"9.6%",49,"25",58,55,"51.33%"
"265","265","John Peterka","BUF",20,"F","77",12,20,32,26,-15,"13:38","12:08","1:25","0:04","10","2","0",1,"0","17","3","0","0","0",27,"5",0,"1","0","15.6%",0.685,1.142,1.827,"0.642","1.091","1.732","1.094","1.641","2.734",0.156,0.26,"0.416",125,"9.6%",18,"10",5,4,"55.56%"
"266","266","Alexander Kerfoot","TOR",28,"F","82",10,22,32,30,8,"14:37","12:19","0:40","1:37","7","2","1",1,"0","20","1","1","3","0",27,"3",2,"4","0","9.4%",0.501,1.101,1.602,"0.416","1.187","1.603","2.17","1.085","3.255",0.122,0.268,"0.39",133,"7.5%",54,"46",65,80,"44.83%"
"267","267","Mattias Ekholm","EDM",32,"D","78",9,23,32,28,28,"21:28","17:41","1:16","2:30","9","0","0",0,"0","18","4","1","3","0",27,"4",1,"3","0","12.5%",0.322,0.824,1.146,"0.391","0.783","1.174","0","2.421","2.421",0.115,0.295,"0.41",135,"6.7%",91,"104",0,0,"0.00%"
"268","268","Torey Krug","STL",31,"D","63",7,25,32,49,-26,"18:35","15:46","2:45","0:03","3","4","0",1,"0","15","10","0","3","2",18,"14",0,"4","2","43.8%",0.359,1.281,1.64,"0.181","0.905","1.086","1.384","3.459","4.843",0.111,0.397,"0.508",126,"5.6%",40,"87",0,0,"0.00%"
"269","269","Jake Sanderson","OTT",20,"D","77",4,28,32,12,-6,"21:55","16:08","2:29","3:16","2","2","0",0,"0","13","15","0","9","0",15,"17",0,"9","0","53.1%",0.142,0.995,1.138,"0.097","0.627","0.724","0.625","4.685","5.31",0.052,0.364,"0.416",132,"3.0%",43,"147",0,0,"0.00%"
"270","270","Eeli Tolvanen","SEA",23,"F","61",18,13,31,14,8,"14:30","12:06","2:17","0:07","14","4","0",4,"0","10","3","0","4","0",24,"7",0,"8","0","22.6%",1.22,0.881,2.101,"1.138","0.813","1.95","1.721","1.291","3.012",0.295,0.213,"0.508",116,"15.5%",91,"51",3,9,"25.00%"
"271","271","Trent Frederic","BOS",24,"F","79",17,14,31,57,28,"11:55","11:23","0:03","0:27","17","0","0",6,"0","13","0","1","1","0",30,"0",1,"7","0","0.0%",1.083,0.892,1.976,"1.133","0.867","2","0","0","0",0.215,0.177,"0.392",120,"14.2%",105,"36",24,48,"33.33%"
"272","272","Jonathan Toews","CHI",34,"F","53",15,16,31,43,-31,"17:42","13:42","2:52","1:07","6","9","0",1,"1","13","3","0","1","0",19,"12",0,"2","1","38.7%",0.959,1.023,1.982,"0.496","1.074","1.569","3.54","1.18","4.72",0.283,0.302,"0.585",87,"17.2%",9,"23",594,347,"63.12%"
"273","273","Mason Marchment","DAL",27,"F","68",12,19,31,80,-6,"15:42","14:06","1:35","0:00","10","2","0",2,"0","16","3","0","6","1",26,"5",0,"8","1","16.1%",0.674,1.067,1.742,"0.626","1.001","1.627","1.11","1.665","2.774",0.176,0.279,"0.456",148,"8.1%",88,"39",10,15,"40.00%"
"274","274","Barclay Goodrow","NYR",29,"F","82",11,20,31,58,3,"14:10","12:06","0:15","1:48","10","1","0",2,"0","18","1","1","5","0",28,"2",1,"7","0","6.5%",0.568,1.033,1.601,"0.605","1.088","1.693","2.75","2.75","5.5",0.134,0.244,"0.378",89,"12.4%",122,"64",272,321,"45.87%"
"275","275","J.J. Moser","ARI",22,"D","82",7,24,31,35,-12,"21:03","16:02","2:08","2:52","4","3","0",1,"0","16","8","0","4","0",20,"11",0,"5","0","35.5%",0.243,0.834,1.078,"0.182","0.73","0.912","1.028","2.74","3.768",0.085,0.293,"0.378",93,"7.5%",80,"137",0,0,"0.00%"
"276","276","Jeff Petry","PIT",35,"D","61",5,26,31,24,2,"22:20","17:38","2:19","2:22","3","2","0",0,"0","19","7","0","4","1",22,"9",0,"4","1","29.0%",0.22,1.145,1.365,"0.167","1.059","1.227","0.845","2.956","3.801",0.082,0.426,"0.508",113,"4.4%",190,"111",0,0,"0.00%"
"277","277","Mackenzie Weegar","CGY",28,"D","81",4,27,31,43,15,"21:05","18:25","0:57","1:42","4","0","0",1,"0","23","3","1","7","1",27,"3",1,"8","1","9.7%",0.14,0.948,1.088,"0.161","0.924","1.085","0","2.317","2.317",0.049,0.333,"0.383",160,"2.5%",186,"117",0,0,"0.00%"
"278","278","Pierre Engvall","NYI",26,"F","76",17,13,30,31,8,"13:38","12:13","0:58","0:25","16","1","0",4,"0","11","2","0","1","0",27,"3",0,"5","0","10.0%",0.984,0.753,1.737,"1.033","0.71","1.743","0.808","1.617","2.425",0.224,0.171,"0.395",131,"13.0%",47,"6",33,31,"51.56%"
"279","279","Ryan O'Reilly","TOR",31,"F","53",16,14,30,16,-21,"17:56","14:29","1:49","1:37","14","1","1",4,"1","10","4","0","1","0",24,"5",1,"5","1","16.7%",1.01,0.883,1.893,"1.094","0.782","1.876","0.619","2.478","3.097",0.302,0.264,"0.566",102,"15.7%",18,"23",499,396,"55.75%"
"280","280","Nicolas Roy","VGK",25,"F","65",14,16,30,24,10,"16:17","13:16","1:47","1:13","11","3","0",5,"1","12","3","1","1","0",23,"6",1,"6","1","20.0%",0.793,0.906,1.699,"0.765","0.834","1.599","1.546","1.546","3.093",0.215,0.246,"0.462",101,"13.9%",83,"41",369,399,"48.05%"
"281","281","Alex Newhook","COL",21,"F","82",14,16,30,22,0,"13:57","12:32","1:22","0:02","13","1","0",3,"0","15","1","0","0","0",28,"2",0,"3","0","6.7%",0.734,0.839,1.573,"0.758","0.875","1.633","0.533","0.533","1.066",0.171,0.195,"0.366",116,"12.1%",60,"26",208,295,"41.35%"
"282","282","Yegor Sharangovich","NJD",24,"F","75",13,17,30,16,-3,"14:25","12:20","0:05","1:59","11","0","2",2,"1","15","0","2","3","0",26,"0",4,"5","1","0.0%",0.721,0.943,1.665,"0.713","0.973","1.686","0","0","0",0.173,0.227,"0.4",131,"9.9%",22,"41",26,53,"32.91%"
"283","283","Colton Sissons","NSH",29,"F","82",12,18,30,20,-4,"15:49","12:18","0:40","2:51","11","0","1",1,"0","16","2","0","1","0",27,"2",1,"2","0","6.7%",0.555,0.832,1.387,"0.654","0.952","1.606","0","2.179","2.179",0.146,0.22,"0.366",87,"13.8%",164,"72",593,515,"53.52%"
"284","284","Jason Dickinson","CHI",27,"F","78",9,21,30,28,-29,"15:56","13:21","0:39","1:55","8","1","0",1,"0","17","0","4","2","0",25,"1",4,"3","0","3.3%",0.434,1.013,1.448,"0.461","0.979","1.44","1.171","0","1.171",0.115,0.269,"0.385",114,"7.9%",112,"80",368,403,"47.73%"
"285","285","Tyler Bertuzzi","BOS",27,"F","50",8,22,30,29,-8,"16:29","13:38","2:49","0:00","4","4","0",0,"0","16","6","0","7","0",20,"10",0,"7","0","33.3%",0.582,1.601,2.183,"0.352","1.407","1.759","1.696","2.544","4.24",0.16,0.44,"0.6",107,"7.5%",54,"22",4,13,"23.53%"
"286","286","Cole Perfetti","WPG",20,"F","51",8,22,30,16,10,"14:58","13:17","1:41","0:00","7","1","0",0,"0","18","4","0","3","0",25,"5",0,"3","0","16.7%",0.629,1.729,2.358,"0.62","1.594","2.214","0.699","2.795","3.494",0.157,0.431,"0.588",90,"8.9%",35,"22",3,8,"27.27%"
"287","287","Jacob Trouba","NYR",28,"D","82",8,22,30,63,7,"21:11","18:00","1:07","2:03","5","2","1",2,"0","18","3","1","3","0",23,"5",2,"5","0","16.7%",0.276,0.759,1.036,"0.203","0.731","0.934","1.303","1.954","3.257",0.098,0.268,"0.366",199,"4.0%",218,"196",0,1,"0.00%"
"288","288","Brett Pesce","CAR",28,"D","82",5,25,30,43,11,"22:00","18:31","1:04","2:24","4","1","0",2,"1","20","3","2","4","1",24,"4",2,"6","2","13.3%",0.166,0.831,0.997,"0.158","0.79","0.948","0.678","2.033","2.71",0.061,0.305,"0.366",144,"3.5%",37,"110",0,0,"0.00%"
"289","289","Nick Bjugstad","EDM",30,"F","78",17,12,29,34,13,"16:12","13:32","0:35","2:03","15","1","1",1,"0","12","0","0","1","0",27,"1",1,"2","0","3.4%",0.807,0.57,1.377,"0.852","0.681","1.533","1.301","0","1.301",0.218,0.154,"0.372",145,"11.7%",168,"44",530,578,"47.83%"
"290","290","Eric Staal","FLA",38,"F","72",14,15,29,26,-5,"14:14","11:29","0:15","2:29","12","0","2",1,"0","15","0","0","0","0",27,"0",2,"1","0","0.0%",0.819,0.878,1.697,"0.87","1.088","1.958","0","0","0",0.194,0.208,"0.403",106,"13.2%",27,"45",343,400,"46.16%"
"291","291","Jeff Carter","PIT",37,"F","79",13,16,29,30,-16,"13:42","11:02","1:33","1:07","9","4","0",2,"1","10","5","1","3","0",19,"9",1,"5","1","31.0%",0.72,0.887,1.607,"0.619","0.688","1.308","1.956","2.445","4.402",0.165,0.203,"0.367",139,"9.4%",80,"54",557,381,"59.38%"
"292","292","James van Riemsdyk","PHI",33,"F","61",12,17,29,28,-3,"15:21","13:09","2:11","0:00","10","2","0",1,"0","15","2","0","3","0",25,"4",0,"4","0","13.8%",0.769,1.089,1.858,"0.747","1.121","1.868","0.9","0.9","1.799",0.197,0.279,"0.475",119,"10.1%",18,"20",7,7,"50.00%"
"293","293","Anthony Cirelli","TBL",25,"F","58",11,18,29,33,13,"16:33","13:39","0:33","2:20","8","1","2",1,"0","17","1","0","4","1",25,"2",2,"5","1","6.9%",0.687,1.124,1.811,"0.606","1.288","1.893","1.846","1.846","3.692",0.19,0.31,"0.5",111,"9.9%",34,"46",427,404,"51.38%"
"294","294","Michael Rasmussen","DET",23,"F","56",10,19,29,43,2,"15:05","12:53","0:30","1:41","10","0","0",0,"0","18","1","0","4","2",28,"1",0,"4","2","3.4%",0.71,1.349,2.059,"0.831","1.496","2.327","0","2.104","2.104",0.179,0.339,"0.518",88,"11.4%",119,"48",203,195,"51.01%"
"295","295","Trevor Moore","LAK",27,"F","59",10,19,29,14,-2,"16:59","13:47","1:58","1:13","7","2","1",1,"0","13","5","1","3","1",20,"7",2,"4","1","24.1%",0.599,1.137,1.736,"0.516","0.958","1.474","1.032","2.581","3.613",0.169,0.322,"0.492",163,"6.1%",60,"23",14,25,"35.90%"
"296","296","Jesper Fast","CAR",31,"F","80",10,19,29,16,9,"14:43","13:01","0:15","1:26","10","0","0",1,"0","16","0","3","4","0",26,"0",3,"5","0","0.0%",0.509,0.967,1.476,"0.576","0.921","1.497","0","0","0",0.125,0.238,"0.363",76,"13.2%",104,"40",10,15,"40.00%"
"297","297","John Carlson","WSH",32,"D","40",9,20,29,12,-7,"23:23","17:49","3:57","1:35","5","3","1",0,"0","11","9","0","3","0",16,"12",1,"3","0","41.4%",0.577,1.283,1.86,"0.421","0.925","1.346","1.137","3.41","4.546",0.225,0.5,"0.725",124,"7.3%",42,"87",0,0,"0.00%"
"298","298","Nick Jensen","WSH",32,"D","77",5,24,29,18,-1,"20:37","18:05","0:01","2:29","5","0","0",0,"0","23","0","1","2","0",28,"0",1,"2","0","0.0%",0.189,0.907,1.096,"0.215","0.99","1.206","0","0","0",0.065,0.312,"0.377",109,"4.6%",107,"128",0,0,"0.00%"
"299","299","Calen Addison","MIN",22,"D","62",3,26,29,22,-17,"16:07","12:34","3:28","0:04","3","0","0",1,"0","8","18","0","6","3",11,"18",0,"7","3","62.1%",0.18,1.561,1.741,"0.231","0.616","0.847","0","5.009","5.009",0.048,0.419,"0.468",77,"3.9%",19,"38",0,0,"0.00%"
"300","300","Jonathan Drouin","MTL",27,"F","59",2,27,29,18,-18,"14:39","12:39","1:59","0:00","2","0","0",0,"0","18","9","0","5","0",20,"9",0,"5","0","31.0%",0.139,1.874,2.012,"0.161","1.446","1.607","0","4.598","4.598",0.034,0.458,"0.492",69,"2.9%",29,"23",169,211,"44.47%"
